SNB data portal,,,,
2005-04-28,0.945,1.453,2.065,2.644
2005-04-29,0.952,1.471,2.074,2.615
2005-05-02,0.955,1.469,2.074,2.607
2005-05-03,0.977,1.484,2.069,2.601
2005-05-04,0.952,1.462,2.064,2.597
2005-05-05,0.952,1.462,2.064,2.597
2005-05-06,0.899,1.435,2.083,2.612
2005-05-09,0.955,1.485,2.119,2.648
2005-05-10,0.947,1.471,2.092,2.624
2005-05-11,0.978,1.45,2.064,2.616
2005-05-12,0.941,1.421,2.062,2.599
2005-05-13,0.906,1.421,2.039,2.59
2005-05-16,0.906,1.421,2.039,2.59
2005-05-17,0.899,1.425,2.074,2.638
2005-05-18,0.944,1.442,2.064,2.62
2005-05-19,0.918,1.416,2.034,2.608
2005-05-20,0.93,1.453,2.079,2.628
2005-05-23,0.95,1.465,2.089,2.617
2005-05-24,0.929,1.439,2.055,2.581
2005-05-25,0.944,1.421,2.007,2.567
2005-05-26,0.91,1.424,2.018,2.568
2005-05-27,0.892,1.414,2.018,2.57
2005-05-30,0.891,1.425,2.054,2.574
2005-05-31,0.948,1.431,2.014,2.56
2005-06-01,0.894,1.396,1.978,2.558
2005-06-02,0.889,1.39,1.982,2.553
2005-06-03,0.861,1.367,1.983,2.569
2005-06-06,0.875,1.361,1.982,2.559
2005-06-07,0.897,1.36,1.955,2.534
2005-06-08,0.848,1.303,1.913,2.517
2005-06-09,0.881,1.325,1.908,2.522
2005-06-10,0.849,1.323,1.945,2.528
2005-06-13,0.862,1.344,1.959,2.512
2005-06-14,0.883,1.379,1.987,2.534
2005-06-15,0.879,1.424,2.022,2.479
2005-06-16,0.903,1.485,2.111,2.576
2005-06-17,0.882,1.435,2.058,2.546
2005-06-20,0.88,1.44,2.071,2.564
2005-06-21,0.868,1.42,2.067,2.586
2005-06-22,0.857,1.39,2.034,2.573
2005-06-23,0.853,1.395,1.989,2.549
2005-06-24,0.849,1.399,2,2.553
2005-06-27,0.865,1.435,2.04,2.576
2005-06-28,0.862,1.426,2.031,2.574
2005-06-29,0.91,1.486,2.066,2.593
2005-06-30,0.87,1.411,1.999,2.55
2005-07-01,0.84,1.379,1.968,2.539
2005-07-04,0.89,1.419,1.982,2.529
2005-07-05,0.861,1.407,1.971,2.509
2005-07-06,0.896,1.427,1.968,2.51
2005-07-07,0.863,1.399,1.96,2.505
2005-07-08,0.88,1.418,1.965,2.504
2005-07-11,0.942,1.49,2.03,2.542
2005-07-12,0.983,1.537,2.075,2.569
2005-07-13,0.983,1.503,2.035,2.556
2005-07-14,0.973,1.488,2.019,2.556
2005-07-15,0.972,1.506,2.053,2.517
2005-07-18,0.984,1.517,2.044,2.492
2005-07-19,0.981,1.525,2.063,2.507
2005-07-20,0.973,1.504,2.046,2.5
2005-07-21,0.954,1.467,2.007,2.474
2005-07-22,0.925,1.436,1.971,2.439
2005-07-25,0.915,1.395,1.92,2.371
2005-07-26,0.973,1.464,1.973,2.394
2005-07-27,0.928,1.46,1.988,2.367
2005-07-28,0.939,1.46,1.987,2.375
2005-07-29,0.948,1.454,1.955,2.355
2005-08-01,0.948,1.454,1.955,2.355
2005-08-02,1.058,1.561,2.04,2.409
2005-08-03,1.07,1.592,2.093,2.472
2005-08-04,1.052,1.562,2.053,2.442
2005-08-05,1.038,1.547,2.044,2.425
2005-08-08,1.062,1.563,2.056,2.452
2005-08-09,1.089,1.597,2.076,2.446
2005-08-10,1.1,1.616,2.059,2.474
2005-08-11,1.116,1.642,2.095,2.486
2005-08-12,1.088,1.6,2.057,2.483
2005-08-15,1.067,1.568,2.022,2.432
2005-08-16,1.069,1.561,2.027,2.441
2005-08-17,1.068,1.537,1.992,2.416
2005-08-18,1.043,1.508,1.95,2.376
2005-08-19,1.042,1.499,1.933,2.359
2005-08-22,1.044,1.505,1.955,2.414
2005-08-23,1.041,1.493,1.948,2.396
2005-08-24,1.06,1.508,1.95,2.405
2005-08-25,1.041,1.503,1.955,2.394
2005-08-26,1.035,1.501,1.943,2.401
2005-08-29,1.024,1.467,1.93,2.415
2005-08-30,1.048,1.467,1.92,2.421
2005-08-31,0.997,1.432,1.928,2.456
2005-09-01,1.034,1.454,1.892,2.414
2005-09-02,0.982,1.405,1.852,2.321
2005-09-05,0.984,1.406,1.85,2.325
2005-09-06,0.98,1.404,1.857,2.327
2005-09-07,0.992,1.418,1.835,2.282
2005-09-08,1.018,1.439,1.832,2.296
2005-09-09,1.023,1.451,1.851,2.257
2005-09-12,1.039,1.469,1.869,2.251
2005-09-13,1.073,1.515,1.881,2.248
2005-09-14,1.05,1.5,1.853,2.207
2005-09-15,1.067,1.509,1.868,2.185
2005-09-16,1.102,1.523,1.859,2.266
2005-09-19,1.039,1.488,1.873,2.251
2005-09-20,1.036,1.465,1.85,2.238
2005-09-21,1.051,1.482,1.839,2.231
2005-09-22,1.007,1.429,1.8,2.169
2005-09-23,0.993,1.411,1.818,2.186
2005-09-26,1.065,1.52,1.907,2.248
2005-09-27,1.072,1.549,1.947,2.271
2005-09-28,1.081,1.569,1.972,2.26
2005-09-29,1.095,1.55,1.931,2.232
2005-09-30,1.12,1.584,1.95,2.211
2005-10-03,1.145,1.619,1.971,2.208
2005-10-04,1.187,1.636,1.964,2.224
2005-10-05,1.171,1.608,1.927,2.182
2005-10-06,1.172,1.621,1.929,2.197
2005-10-07,1.173,1.641,1.964,2.21
2005-10-10,1.172,1.635,1.962,2.19
2005-10-11,1.205,1.649,1.952,2.188
2005-10-12,1.195,1.639,1.94,2.151
2005-10-13,1.209,1.671,1.94,2.186
2005-10-14,1.219,1.686,1.971,2.172
2005-10-17,1.228,1.687,1.961,2.188
2005-10-18,1.224,1.722,1.994,2.22
2005-10-19,1.21,1.689,1.956,2.182
2005-10-20,1.24,1.724,1.979,2.204
2005-10-21,1.279,1.72,1.939,2.191
2005-10-24,1.297,1.713,1.94,2.24
2005-10-25,1.315,1.732,1.968,2.281
2005-10-26,1.407,1.794,2.05,2.376
2005-10-27,1.361,1.83,2.054,2.309
2005-10-28,1.367,1.852,2.081,2.288
2005-10-31,1.399,1.886,2.097,2.293
2005-11-01,1.476,1.849,2.111,2.406
2005-11-02,1.507,1.898,2.143,2.434
2005-11-03,1.568,1.934,2.181,2.452
2005-11-04,1.637,1.977,2.238,2.54
2005-11-07,1.654,2.013,2.23,2.566
2005-11-08,1.669,1.981,2.229,2.571
2005-11-09,1.652,1.968,2.226,2.562
2005-11-10,1.646,1.992,2.277,2.599
2005-11-11,1.62,1.962,2.272,2.605
2005-11-14,1.599,1.926,2.237,2.572
2005-11-15,1.631,1.961,2.263,2.593
2005-11-16,1.611,1.944,2.232,2.58
2005-11-17,1.608,1.922,2.198,2.54
2005-11-18,1.609,1.918,2.181,2.531
2005-11-21,1.655,1.959,2.263,2.598
2005-11-22,1.659,1.975,2.251,2.576
2005-11-23,1.624,1.938,2.229,2.558
2005-11-24,1.613,1.919,2.236,2.569
2005-11-25,1.623,1.917,2.193,2.522
2005-11-28,1.658,1.955,2.234,2.546
2005-11-29,1.656,1.966,2.193,2.512
2005-11-30,1.657,1.929,2.184,2.501
2005-12-01,1.734,1.98,2.159,2.484
2005-12-02,1.67,1.938,2.156,2.487
2005-12-05,1.72,1.948,2.188,2.478
2005-12-06,1.693,1.94,2.166,2.492
2005-12-07,1.694,1.909,2.151,2.455
2005-12-08,1.646,1.871,2.156,2.421
2005-12-09,1.654,1.881,2.133,2.396
2005-12-12,1.659,1.903,2.124,2.387
2005-12-13,1.683,1.883,2.111,2.371
2005-12-14,1.49,1.85,2.15,2.316
2005-12-15,1.625,1.889,2.133,2.415
2005-12-16,1.516,1.878,2.185,2.377
2005-12-19,1.644,1.904,2.107,2.407
2005-12-20,1.686,1.89,2.122,2.368
2005-12-21,1.599,1.901,2.112,2.376
2005-12-22,1.628,1.914,2.086,2.362
2005-12-23,1.648,1.929,2.087,2.359
2005-12-26,1.648,1.929,2.087,2.359
2005-12-27,1.638,1.903,2.073,2.346
2005-12-28,1.562,1.869,2.025,2.321
2005-12-29,1.563,1.828,1.972,2.287
2005-12-30,1.548,1.807,1.96,2.314
2006-01-02,1.548,1.807,1.96,2.314
2006-01-03,1.539,1.852,1.969,2.265
2006-01-04,1.606,1.91,2.01,2.281
2006-01-05,1.629,1.91,2.034,2.325
2006-01-06,1.578,1.931,2.054,2.315
2006-01-09,1.572,1.945,2.043,2.26
2006-01-10,1.572,1.886,2.027,2.347
2006-01-11,1.592,1.912,2.036,2.327
2006-01-12,1.646,1.902,2.028,2.339
2006-01-13,1.61,1.896,2.022,2.316
2006-01-16,1.605,1.876,2.033,2.327
2006-01-17,1.594,1.841,2.018,2.331
2006-01-18,1.554,1.842,1.963,2.256
2006-01-19,1.568,1.853,1.986,2.283
2006-01-20,1.565,1.843,2.011,2.331
2006-01-23,1.577,1.87,2.029,2.324
2006-01-24,1.602,1.931,2.063,2.345
2006-01-25,1.59,1.942,2.099,2.374
2006-01-26,1.592,1.957,2.121,2.393
2006-01-27,1.572,1.966,2.139,2.398
2006-01-30,1.539,1.96,2.17,2.424
2006-01-31,1.602,1.956,2.153,2.447
2006-02-01,1.604,1.96,2.173,2.439
2006-02-02,1.633,1.992,2.211,2.487
2006-02-03,1.645,1.96,2.183,2.458
2006-02-06,1.614,1.955,2.19,2.427
2006-02-07,1.572,1.979,2.133,2.382
2006-02-08,1.589,1.986,2.178,2.431
2006-02-09,1.625,1.942,2.195,2.459
2006-02-10,1.612,1.902,2.17,2.411
2006-02-13,1.622,1.949,2.175,2.445
2006-02-14,1.598,1.914,2.177,2.426
2006-02-15,1.576,1.906,2.191,2.419
2006-02-16,1.602,1.926,2.205,2.428
2006-02-17,1.589,1.912,2.189,2.413
2006-02-20,1.536,1.867,2.174,2.406
2006-02-21,1.556,1.88,2.158,2.364
2006-02-22,1.56,1.906,2.199,2.402
2006-02-23,1.581,1.9,2.186,2.395
2006-02-24,1.603,1.931,2.219,2.424
2006-02-27,1.657,2,2.262,2.436
2006-02-28,1.689,1.981,2.252,2.466
2006-03-01,1.698,1.991,2.239,2.43
2006-03-02,1.691,1.987,2.256,2.455
2006-03-03,1.739,2.028,2.288,2.464
2006-03-06,1.732,2.055,2.321,2.48
2006-03-07,1.762,2.074,2.319,2.489
2006-03-08,1.746,2.057,2.321,2.48
2006-03-09,1.764,2.084,2.36,2.529
2006-03-10,1.809,2.148,2.418,2.575
2006-03-13,1.795,2.149,2.422,2.573
2006-03-14,1.8,2.161,2.435,2.591
2006-03-15,1.79,2.14,2.408,2.566
2006-03-16,1.753,2.115,2.401,2.569
2006-03-17,1.715,2.075,2.367,2.539
2006-03-20,1.747,2.133,2.414,2.578
2006-03-21,1.75,2.123,2.399,2.562
2006-03-22,1.73,2.109,2.4,2.566
2006-03-23,1.718,2.064,2.377,2.582
2006-03-24,1.754,2.122,2.435,2.634
2006-03-27,1.739,2.107,2.425,2.617
2006-03-28,1.762,2.167,2.475,2.651
2006-03-29,1.84,2.239,2.513,2.672
2006-03-30,1.801,2.212,2.518,2.694
2006-03-31,1.792,2.213,2.517,2.687
2006-04-03,1.798,2.215,2.539,2.725
2006-04-04,1.816,2.23,2.563,2.76
2006-04-05,1.796,2.221,2.581,2.796
2006-04-06,1.81,2.239,2.597,2.808
2006-04-07,1.762,2.207,2.587,2.809
2006-04-10,1.764,2.22,2.603,2.824
2006-04-11,1.778,2.229,2.586,2.789
2006-04-12,1.752,2.187,2.558,2.773
2006-04-13,1.777,2.218,2.587,2.801
2006-04-14,1.777,2.218,2.587,2.801
2006-04-17,1.777,2.218,2.587,2.801
2006-04-18,1.843,2.274,2.636,2.854
2006-04-19,1.788,2.247,2.626,2.849
2006-04-20,1.813,2.292,2.664,2.878
2006-04-21,1.806,2.28,2.659,2.876
2006-04-24,1.816,2.3,2.676,2.891
2006-04-25,1.73,2.362,2.712,2.891
2006-04-26,1.868,2.36,2.716,2.911
2006-04-27,1.909,2.401,2.747,2.94
2006-04-28,1.936,2.429,2.752,2.929
2006-05-01,1.936,2.429,2.752,2.929
2006-05-02,1.937,2.437,2.758,2.935
2006-05-03,2.004,2.45,2.753,2.924
2006-05-04,2,2.463,2.77,2.935
2006-05-05,2.024,2.49,2.785,2.943
2006-05-08,2.004,2.432,2.749,2.936
2006-05-09,2.021,2.47,2.776,2.942
2006-05-10,2.027,2.505,2.813,2.977
2006-05-11,2.043,2.502,2.821,2.994
2006-05-12,2.075,2.576,2.908,3.084
2006-05-15,2.022,2.524,2.871,3.055
2006-05-16,2.005,2.508,2.85,3.034
2006-05-17,1.98,2.48,2.829,3.013
2006-05-18,2.017,2.508,2.854,3.039
2006-05-19,1.96,2.466,2.829,3.026
2006-05-22,1.99,2.391,2.782,3.062
2006-05-23,1.961,2.381,2.755,2.976
2006-05-24,2.04,2.401,2.744,2.965
2006-05-25,2.04,2.401,2.744,2.965
2006-05-26,1.997,2.398,2.741,2.952
2006-05-29,1.983,2.346,2.716,2.959
2006-05-30,1.965,2.357,2.721,2.942
2006-05-31,1.986,2.359,2.7,2.918
2006-06-01,2.063,2.436,2.75,2.938
2006-06-02,2.01,2.428,2.749,2.926
2006-06-05,2.01,2.428,2.749,2.926
2006-06-06,2.043,2.398,2.704,2.885
2006-06-07,2.053,2.413,2.712,2.887
2006-06-08,2.058,2.384,2.675,2.856
2006-06-09,2.048,2.372,2.665,2.851
2006-06-12,2.026,2.37,2.671,2.844
2006-06-13,2.004,2.321,2.635,2.818
2006-06-14,1.993,2.353,2.652,2.817
2006-06-15,2.029,2.364,2.649,2.817
2006-06-16,2.009,2.378,2.67,2.842
2006-06-19,1.986,2.386,2.691,2.865
2006-06-20,2.032,2.408,2.712,2.901
2006-06-21,2.057,2.443,2.733,2.904
2006-06-22,2.078,2.482,2.762,2.921
2006-06-23,2.078,2.49,2.778,2.943
2006-06-26,2.099,2.539,2.82,2.976
2006-06-27,2.099,2.556,2.867,3.034
2006-06-28,2.137,2.548,2.852,3.037
2006-06-29,2.123,2.541,2.849,3.023
2006-06-30,2.156,2.554,2.848,3.019
2006-07-03,2.156,2.567,2.866,3.043
2006-07-04,2.14,2.573,2.858,3.016
2006-07-05,2.164,2.593,2.892,3.058
2006-07-06,2.171,2.608,2.881,3.029
2006-07-07,2.159,2.592,2.867,3.016
2006-07-10,2.151,2.589,2.874,3.028
2006-07-11,2.151,2.58,2.841,2.98
2006-07-12,2.16,2.586,2.857,3.002
2006-07-13,2.125,2.554,2.827,2.971
2006-07-14,2.111,2.529,2.823,2.989
2006-07-17,2.105,2.524,2.806,2.962
2006-07-18,2.1,2.522,2.807,2.964
2006-07-19,2.125,2.551,2.836,2.993
2006-07-20,2.124,2.53,2.82,2.986
2006-07-21,2.11,2.516,2.811,2.978
2006-07-24,2.111,2.504,2.793,2.957
2006-07-25,2.101,2.475,2.772,2.947
2006-07-26,2.1,2.473,2.771,2.944
2006-07-27,2.108,2.478,2.774,2.945
2006-07-28,2.121,2.497,2.772,2.928
2006-07-31,2.112,2.475,2.742,2.896
2006-08-01,2.112,2.475,2.742,2.896
2006-08-02,2.087,2.457,2.727,2.887
2006-08-03,2.108,2.462,2.731,2.891
2006-08-04,2.14,2.522,2.785,2.93
2006-08-07,2.116,2.458,2.728,2.887
2006-08-08,2.142,2.469,2.724,2.884
2006-08-09,2.149,2.486,2.732,2.88
2006-08-10,2.114,2.457,2.71,2.856
2006-08-11,2.128,2.475,2.726,2.868
2006-08-14,2.14,2.508,2.756,2.894
2006-08-15,2.169,2.514,2.758,2.894
2006-08-16,2.184,2.475,2.721,2.87
2006-08-17,2.148,2.424,2.66,2.799
2006-08-18,2.147,2.444,2.667,2.794
2006-08-21,2.133,2.394,2.613,2.741
2006-08-22,2.107,2.371,2.583,2.705
2006-08-23,2.067,2.336,2.555,2.678
2006-08-24,2.08,2.331,2.562,2.698
2006-08-25,2.067,2.325,2.561,2.699
2006-08-28,2.067,2.322,2.547,2.678
2006-08-29,2.076,2.342,2.567,2.693
2006-08-30,2.083,2.343,2.559,2.68
2006-08-31,2.093,2.34,2.547,2.666
2006-09-01,2.085,2.307,2.523,2.653
2006-09-04,2.08,2.295,2.506,2.632
2006-09-05,2.07,2.3,2.502,2.633
2006-09-06,2.1,2.314,2.51,2.64
2006-09-07,2.135,2.342,2.534,2.655
2006-09-08,2.121,2.317,2.502,2.62
2006-09-11,2.167,2.33,2.512,2.637
2006-09-12,2.21,2.363,2.534,2.665
2006-09-13,2.159,2.289,2.465,2.599
2006-09-14,2.169,2.306,2.473,2.603
2006-09-15,2.146,2.327,2.501,2.612
2006-09-18,2.177,2.355,2.514,2.632
2006-09-19,2.185,2.366,2.515,2.61
2006-09-20,2.169,2.32,2.468,2.616
2006-09-21,2.154,2.309,2.469,2.6
2006-09-22,2.137,2.282,2.433,2.578
2006-09-25,2.078,2.221,2.403,2.559
2006-09-26,2.077,2.24,2.392,2.55
2006-09-27,2.098,2.25,2.388,2.552
2006-09-28,2.092,2.26,2.377,2.528
2006-09-29,2.12,2.277,2.369,2.551
2006-10-02,2.132,2.29,2.424,2.599
2006-10-03,2.112,2.236,2.406,2.579
2006-10-04,2.112,2.26,2.437,2.586
2006-10-05,2.124,2.263,2.41,2.548
2006-10-06,2.107,2.229,2.362,2.489
2006-10-09,2.129,2.288,2.426,2.558
2006-10-10,2.148,2.291,2.423,2.574
2006-10-11,2.114,2.295,2.477,2.594
2006-10-12,2.134,2.317,2.49,2.619
2006-10-13,2.166,2.343,2.492,2.608
2006-10-16,2.099,2.338,2.527,2.646
2006-10-17,2.159,2.327,2.501,2.645
2006-10-18,2.155,2.33,2.509,2.644
2006-10-19,2.153,2.334,2.521,2.654
2006-10-20,2.171,2.34,2.523,2.659
2006-10-23,2.192,2.374,2.547,2.694
2006-10-24,2.182,2.391,2.569,2.69
2006-10-25,2.211,2.422,2.591,2.704
2006-10-26,2.208,2.404,2.575,2.692
2006-10-27,2.213,2.388,2.558,2.688
2006-10-30,2.156,2.347,2.521,2.642
2006-10-31,2.178,2.339,2.495,2.611
2006-11-01,2.138,2.294,2.444,2.546
2006-11-02,2.104,2.252,2.407,2.505
2006-11-03,2.093,2.236,2.387,2.475
2006-11-06,2.123,2.273,2.406,2.485
2006-11-07,2.13,2.262,2.387,2.466
2006-11-08,2.103,2.216,2.336,2.409
2006-11-09,2.14,2.241,2.364,2.444
2006-11-10,2.123,2.204,2.323,2.414
2006-11-13,2.131,2.2,2.324,2.425
2006-11-14,2.154,2.248,2.367,2.463
2006-11-15,2.164,2.236,2.326,2.427
2006-11-16,2.163,2.242,2.333,2.42
2006-11-17,2.195,2.274,2.368,2.453
2006-11-20,2.155,2.223,2.315,2.408
2006-11-21,2.164,2.211,2.306,2.403
2006-11-22,2.168,2.227,2.318,2.406
2006-11-23,2.173,2.234,2.329,2.404
2006-11-24,2.162,2.228,2.307,2.408
2006-11-27,2.175,2.237,2.336,2.436
2006-11-28,2.169,2.231,2.333,2.433
2006-11-29,2.192,2.243,2.322,2.43
2006-11-30,2.179,2.257,2.341,2.446
2006-12-01,2.19,2.252,2.333,2.433
2006-12-04,2.194,2.237,2.316,2.417
2006-12-05,2.203,2.241,2.334,2.434
2006-12-06,2.235,2.249,2.343,2.437
2006-12-07,2.242,2.261,2.358,2.448
2006-12-08,2.272,2.3,2.385,2.465
2006-12-11,2.299,2.371,2.446,2.494
2006-12-12,2.309,2.377,2.457,2.508
2006-12-13,2.31,2.376,2.444,2.484
2006-12-14,2.303,2.366,2.44,2.49
2006-12-15,2.306,2.399,2.453,2.482
2006-12-18,2.338,2.434,2.486,2.515
2006-12-19,2.333,2.455,2.527,2.548
2006-12-20,2.336,2.446,2.507,2.558
2006-12-21,2.353,2.441,2.481,2.51
2006-12-22,2.357,2.43,2.462,2.502
2006-12-25,2.357,2.43,2.462,2.502
2006-12-26,2.357,2.43,2.462,2.502
2006-12-27,2.322,2.399,2.45,2.498
2006-12-28,2.381,2.474,2.487,2.52
2006-12-29,2.405,2.469,2.489,2.525
2007-01-01,2.405,2.469,2.489,2.525
2007-01-02,2.405,2.469,2.489,2.525
2007-01-03,2.403,2.433,2.458,2.521
2007-01-04,2.382,2.441,2.474,2.502
2007-01-05,2.399,2.446,2.463,2.512
2007-01-08,2.44,2.504,2.535,2.578
2007-01-09,2.474,2.558,2.595,2.615
2007-01-10,2.455,2.561,2.594,2.61
2007-01-11,2.441,2.557,2.61,2.638
2007-01-12,2.489,2.584,2.616,2.632
2007-01-15,2.468,2.59,2.646,2.674
2007-01-16,2.476,2.601,2.659,2.688
2007-01-17,2.457,2.539,2.588,2.615
2007-01-18,2.467,2.552,2.603,2.632
2007-01-19,2.448,2.527,2.573,2.597
2007-01-22,2.431,2.509,2.549,2.569
2007-01-23,2.414,2.489,2.533,2.557
2007-01-24,2.44,2.496,2.559,2.609
2007-01-25,2.446,2.485,2.547,2.59
2007-01-26,2.441,2.508,2.584,2.631
2007-01-29,2.447,2.522,2.592,2.634
2007-01-30,2.468,2.545,2.62,2.668
2007-01-31,2.467,2.551,2.619,2.659
2007-02-01,2.482,2.535,2.611,2.662
2007-02-02,2.509,2.559,2.611,2.652
2007-02-05,2.433,2.494,2.568,2.617
2007-02-06,2.464,2.496,2.564,2.621
2007-02-07,2.469,2.508,2.565,2.607
2007-02-08,2.376,2.499,2.57,2.607
2007-02-09,2.439,2.519,2.589,2.628
2007-02-12,2.437,2.527,2.6,2.64
2007-02-13,2.444,2.543,2.622,2.665
2007-02-14,2.387,2.54,2.621,2.662
2007-02-15,2.409,2.534,2.614,2.655
2007-02-16,2.431,2.504,2.586,2.632
2007-02-19,2.444,2.537,2.611,2.652
2007-02-20,2.458,2.555,2.635,2.679
2007-02-21,2.427,2.521,2.609,2.658
2007-02-22,2.419,2.502,2.607,2.668
2007-02-23,2.426,2.541,2.636,2.688
2007-02-26,2.422,2.498,2.597,2.655
2007-02-27,2.422,2.465,2.567,2.635
2007-02-28,2.373,2.434,2.556,2.633
2007-03-01,2.396,2.462,2.566,2.629
2007-03-02,2.373,2.443,2.535,2.586
2007-03-05,2.318,2.443,2.545,2.599
2007-03-06,2.347,2.459,2.57,2.632
2007-03-07,2.348,2.456,2.584,2.655
2007-03-08,2.378,2.47,2.64,2.746
2007-03-09,2.4,2.474,2.632,2.734
2007-03-12,2.389,2.49,2.673,2.784
2007-03-13,2.38,2.466,2.638,2.746
2007-03-14,2.36,2.444,2.61,2.713
2007-03-15,2.35,2.454,2.629,2.734
2007-03-16,2.373,2.441,2.611,2.717
2007-03-19,2.413,2.457,2.629,2.746
2007-03-20,2.421,2.504,2.662,2.767
2007-03-21,2.442,2.503,2.643,2.753
2007-03-22,2.434,2.49,2.629,2.728
2007-03-23,2.433,2.509,2.664,2.764
2007-03-26,2.429,2.517,2.681,2.786
2007-03-27,2.437,2.531,2.699,2.801
2007-03-28,2.398,2.512,2.675,2.766
2007-03-29,2.401,2.524,2.704,2.81
2007-03-30,2.411,2.515,2.702,2.815
2007-04-02,2.402,2.521,2.71,2.821
2007-04-03,2.42,2.546,2.718,2.818
2007-04-04,2.43,2.553,2.725,2.824
2007-04-05,2.425,2.568,2.746,2.845
2007-04-06,2.425,2.568,2.746,2.845
2007-04-09,2.425,2.568,2.746,2.845
2007-04-10,2.444,2.6,2.775,2.871
2007-04-11,2.474,2.596,2.762,2.861
2007-04-12,2.452,2.6,2.775,2.873
2007-04-13,2.461,2.615,2.788,2.882
2007-04-16,2.485,2.649,2.822,2.917
2007-04-17,2.424,2.645,2.812,2.899
2007-04-18,2.488,2.612,2.77,2.858
2007-04-19,2.478,2.594,2.752,2.841
2007-04-20,2.497,2.647,2.793,2.873
2007-04-23,2.487,2.613,2.761,2.843
2007-04-24,2.488,2.614,2.758,2.837
2007-04-25,2.471,2.631,2.783,2.864
2007-04-26,2.481,2.634,2.8,2.891
2007-04-27,2.499,2.65,2.799,2.879
2007-04-30,2.498,2.652,2.801,2.882
2007-05-01,2.498,2.652,2.801,2.882
2007-05-02,2.502,2.653,2.798,2.876
2007-05-03,2.558,2.7,2.809,2.865
2007-05-04,2.538,2.69,2.818,2.885
2007-05-07,2.546,2.719,2.826,2.88
2007-05-08,2.563,2.717,2.831,2.889
2007-05-09,2.561,2.709,2.831,2.894
2007-05-10,2.602,2.729,2.837,2.894
2007-05-11,2.558,2.693,2.798,2.853
2007-05-14,2.6,2.747,2.871,2.937
2007-05-15,2.612,2.77,2.898,2.966
2007-05-16,2.627,2.791,2.916,2.982
2007-05-17,2.627,2.791,2.916,2.982
2007-05-18,2.632,2.799,2.933,3.004
2007-05-21,2.654,2.808,2.947,3.023
2007-05-22,2.661,2.838,2.971,3.04
2007-05-23,2.726,2.871,3.004,3.075
2007-05-24,2.734,2.865,2.991,3.058
2007-05-25,2.745,2.879,2.994,3.055
2007-05-28,2.745,2.879,2.994,3.055
2007-05-29,2.742,2.912,3.028,3.087
2007-05-30,2.779,2.912,3.03,3.095
2007-05-31,2.782,2.923,3.032,3.089
2007-06-01,2.788,2.937,3.039,3.092
2007-06-04,2.81,2.954,3.051,3.101
2007-06-05,2.823,2.958,3.048,3.095
2007-06-06,2.818,2.961,3.057,3.107
2007-06-07,2.798,2.933,3.048,3.11
2007-06-08,2.804,2.994,3.127,3.197
2007-06-11,2.754,2.935,3.094,3.178
2007-06-12,2.782,2.965,3.145,3.242
2007-06-13,2.807,2.985,3.203,3.325
2007-06-14,2.816,3.007,3.19,3.295
2007-06-15,2.781,3.045,3.223,3.316
2007-06-18,2.804,2.999,3.201,3.316
2007-06-19,2.861,3.018,3.19,3.297
2007-06-20,2.836,2.96,3.105,3.191
2007-06-21,2.831,3.051,3.162,3.217
2007-06-22,2.887,3.034,3.159,3.228
2007-06-25,2.828,3.038,3.166,3.231
2007-06-26,2.781,2.994,3.148,3.228
2007-06-27,2.903,2.996,3.14,3.244
2007-06-28,2.871,3.023,3.191,3.287
2007-06-29,2.905,2.996,3.194,3.341
2007-07-02,2.905,3.041,3.211,3.344
2007-07-03,2.928,3.025,3.236,3.393
2007-07-04,2.929,3.067,3.281,3.425
2007-07-05,2.939,3.095,3.316,3.465
2007-07-06,3.063,3.158,3.332,3.498
2007-07-09,3.021,3.137,3.366,3.533
2007-07-10,3.03,3.16,3.396,3.572
2007-07-11,2.959,3.12,3.343,3.519
2007-07-12,3.005,3.15,3.372,3.541
2007-07-13,2.949,3.174,3.4,3.548
2007-07-16,3.004,3.165,3.372,3.519
2007-07-17,3.02,3.111,3.316,3.477
2007-07-18,2.999,3.113,3.308,3.472
2007-07-19,2.999,3.098,3.272,3.42
2007-07-20,2.986,3.062,3.223,3.42
2007-07-23,2.944,2.99,3.141,3.365
2007-07-24,2.934,3.014,3.176,3.308
2007-07-25,2.911,2.99,3.153,3.284
2007-07-26,2.913,3,3.17,3.308
2007-07-27,2.883,2.923,3.065,3.177
2007-07-30,2.832,2.925,3.083,3.192
2007-07-31,2.859,2.948,3.108,3.223
2007-08-01,2.859,2.948,3.108,3.223
2007-08-02,2.823,2.947,3.095,3.179
2007-08-03,2.826,2.971,3.083,3.141
2007-08-06,2.774,2.901,3.048,3.13
2007-08-07,2.83,2.913,3.069,3.165
2007-08-08,2.788,2.959,3.096,3.166
2007-08-09,2.817,2.95,3.086,3.163
2007-08-10,2.682,2.879,3.064,3.163
2007-08-13,2.636,2.84,3.063,3.182
2007-08-14,2.691,2.84,3.06,3.179
2007-08-15,2.492,2.788,3.047,3.18
2007-08-16,2.475,2.73,3.009,3.155
2007-08-17,2.355,2.628,2.96,3.136
2007-08-20,2.524,2.675,2.966,3.127
2007-08-21,2.379,2.62,2.92,3.079
2007-08-22,2.437,2.636,2.937,3.103
2007-08-23,2.625,2.729,3.008,3.167
2007-08-24,2.574,2.723,2.995,3.145
2007-08-27,2.538,2.757,3.053,3.212
